date,review,rating,user,source,month,year,neg_review
2017-09-27 14:18:23,Extremely disappointed & annoyed while in the midst of searching for items & placing my orders when suddenly you get the app crashing on you not once but many times. This problem has been ongoing for awhile & nobody bothers to rectify the issue. How is it possible to be making it convenient with an online app for the customer's end when nothing has been resolved.,1,A Google user,googleplay,9,2017,1
2017-11-30 23:42:13,It crashes in the middle n normal items like Milo Nitro G is always out of stock n most promotions don't work they promise but never happen. Terrible!,1,Diana S,googleplay,11,2017,1
2017-12-06 07:30:15,"Thought it would be nice to shop online. However the app kept on crashing and I'll have to relaunch it to continue online shopping. Pls get this bug fixed, don't use cheap app developers.   FYI, I'm using Samsung Note 8.",1,Muhammad Dzariif Mohammad Hakim,googleplay,12,2017,1
2018-01-23 02:54:15,"Lousy, keep crashing, logout soooooo many time. Don't think they care what we wrote here and the feedback, as they careless.",1,Sarah Lim,googleplay,1,2018,1
2017-12-28 19:03:31,"I wouldn't recommend you order through this app. Every time you order for delivery through this app, they either 1.miss out your items 2.deliver wrong items or 3.late for promised delivery time (these are all I have experienced with them so far). After a few times of ordering from them, spending much more time to fix the problems they are causing and arguing with them, I've finally learnt that this is no good for my mental. There are definitely better apps for online markets in Singapore. I suggest you go for one of those if you don't want to waste your time.",1,Seyeon,googleplay,12,2017,1
2017-12-28 23:49:19,Crashed all the time. Screen went black and auto brought me back to home screen. I realised whenever i click too fast this problem occurs. I would not want to use it anymore until i read good reviews on it.,1,Jasmine Ooi,googleplay,12,2017,1
2018-01-23 06:24:22,I can't remove the items when I changed my mind ! How could there not be a remove item by item option ? The app was slow & kept stalling. Frustrating experience ; (,1,Evangeline Oh,googleplay,1,2018,1
2017-12-07 12:57:31,Keep crashing and search is unfriendly. They ought to learn from redmart in how they categorise and make it more user friendly,1,Erik Tan,googleplay,12,2017,1
2017-09-14 17:15:55,It keep on prompt me error message of cannot connect to internet even I have internet access.,1,Jolene Aw,googleplay,9,2017,1
2017-08-10 18:48:06,"Not a friendly app to use. No help button available. After selecting the items and clicking the checkout button, the click and collect button did not respond. How to place an order?",1,Alan zhang,googleplay,8,2017,1
2017-10-29 18:40:06,"Its really annoying.No delete button for item can be found inside cart,you need to search in the details of all your orders to find which item sold out.Simply its not a friendly user.I hate when apps suddenly not responding or crash in the middle of doing my shopping list.",1,m azmi shah,googleplay,10,2017,1
2017-12-19 19:13:17,"Apps keep breaking and close down. When checking out, stated some items out of stock but don't give me review which item....not good apps.",1,Katherine Tan,googleplay,12,2017,1
2017-11-11 16:38:16,Not user friendly. The item out of stock and didnot let u delate. Appalways close by itself.. wasted of times,1,VTanaka Family,googleplay,11,2017,1
2017-09-03 01:52:34,Lousy app. Always crash while scrolling the items. How to compete with Prime Now.,1,Ho Alan,googleplay,9,2017,1
2017-12-27 15:15:34,"Please seriously look into REDMART apps and seriously improve your apps efficiency and effectiveness (with lesser clicks and lesser ""hangs""!!)",1,Yayu Wang,googleplay,12,2017,1
2017-10-22 13:59:21,This app takes up 31 MB of space but doesn't work! Neither does the website.,1,Sagnik Chakraborty,googleplay,10,2017,1
2017-10-15 20:01:28,Worst app i ever used. Cant even register. Keep saying that i am not con ected to the internet. Rubbish.,1,manoj aswani,googleplay,10,2017,1
2017-10-10 21:59:09,App keep crashing and till date it is not been fixed. Extremely bad app,1,Manisah Sapeon,googleplay,10,2017,1
2017-12-26 23:26:45,Annoying .. search half way the app  hang or auto log out. Need to log in again!!!!,1,Andrew Ong,googleplay,12,2017,1
2017-11-08 09:24:56,Lousy app and limited choices. Crashes very frequently!,1,Ai Lin Thio,googleplay,11,2017,1
2017-10-30 07:25:40,Apps breaks down all the time,1,Baking Yummies,googleplay,10,2017,1
2018-01-19 18:06:33,Slow search n delivery is 7 days!!!!,1,Shamrie Rahmat,googleplay,1,2018,1
2017-12-12 15:01:55,"I cannot delete items once in cart, have to cancel whole cart and redo... do something",1,inna jay,googleplay,12,2017,1
2017-09-10 01:09:18,keeps crashing and very laggy,1,Wang Marcus,googleplay,9,2017,1
2018-01-18 21:18:08,Keep saying I'm offline,1,princess ess,googleplay,1,2018,1
2017-09-12 15:46:05,It keeps crashing! Annoying!,1,Queen Ember,googleplay,9,2017,1
2017-10-21 21:05:06,Keeps crashing...not good,1,Utsov Bhowmick,googleplay,10,2017,1
2017-10-01 12:02:01,This app is frustrating.,1,Cherie May Dawang,googleplay,10,2017,1
2017-12-03 15:42:45,apps kept failing.,1,zhenni xu,googleplay,12,2017,1
2017-09-10 11:02:20,Doesn't allow screenshots. That is not fair.,1,Amalinda Gamage,googleplay,9,2017,1
2017-10-06 17:51:41,Keep crushing :(,1,Lena Ling,googleplay,10,2017,1
2017-10-28 18:31:19,Hopeless app !,1,pikapika boy,googleplay,10,2017,1
2018-01-06 15:12:18,Useless app!,1,Band of Bros,googleplay,1,2018,1
2017-11-24 00:32:35,Same same as SMRT,1,leonghuei Lee,googleplay,11,2017,1
2017-10-26 16:07:55,Got hang always,1,Lay Phing Koh,googleplay,10,2017,1
2017-12-17 17:59:13,Logout frequently in process,1,gary tan,googleplay,12,2017,1
2017-11-24 13:10:06,Keeps crashing,1,Si Ru Tan,googleplay,11,2017,1
2018-01-01 21:32:35,This is the only apps that i have to keep trying n trying. The apps keep exit by itself when i try to search for an item. Image i need to spend 30min to complete a simple buying procedurr just because of the apps keep exit itself. It is really annoying!!!!!! For a company like fairprice your apps shld be top notch not so buggy and full of errors!!!!,1,Allen B.P. TEO,googleplay,1,2018,1
2017-07-21 23:21:42,Not a one stop solution for online grocery shopper. Very limited choice. App is always hang and unresponsive. Had an issue with selecting Delivery time. Alot of rooms to improve.,1,A Google user,googleplay,7,2017,1
2017-06-28 08:57:49,Not usable. Guess sign on says no 3G or WiFi but I'm using 3G now. Intend to use it to report a found trolley actually.,1,Raymond Kum,googleplay,6,2017,1
2017-07-02 18:10:27,Ordered something for the first time and the delivery guy was more than 6 hours late. There was no one I could call on a Sunday and their email listed in their SMS doesn't even work.,1,Jet Choy,googleplay,7,2017,1
2017-06-25 20:58:54,App always hangs or resets. Promo codes don't ever work - false marketing?,1,G J Ho,googleplay,6,2017,1
2017-08-01 10:40:49,App is to slow. Lag between clicks. Exits app as the processor can't handle. Good concept. Still slow no improvement.,1,TSK June,googleplay,8,2017,1
2017-06-08 20:01:46,Obviously no one on the other end listening. App crashes have been reported since last year and is still crashing! Wth NTUC?,1,A Google user,googleplay,6,2017,1
2017-06-23 18:23:34,It keeps shutting down on it's own...  5times consecutively and I even try reinstalling the app.,1,Lilian Tan,googleplay,6,2017,1
2017-06-23 13:24:16,just install and keep crashing with 5-6 click on samsung note 3,1,hanif halim,googleplay,6,2017,1
2017-06-10 05:55:07,APPS KEEP ON SHUTTING DOWN. USELESS.,1,Yimiko Mobile,googleplay,6,2017,1
2017-04-27 22:15:23,Wasting time Lousy apps always force close and always not able to get connection. Uninstall.,1,ng chun kiat,googleplay,4,2017,1
2018-06-08 09:19:47,"Can't login to the apps. Try forgpt password but still keep on incorrect 
email or password",1,Eelin yong,googleplay,6,2018,1
2017-05-07 16:01:36,Waste of time. Unable to get it on.,1,Tin Danielia,googleplay,5,2017,1
2017-06-06 09:54:55,not user friendly,1,shu ting,googleplay,6,2017,1
2017-03-30 10:01:27,"Keeps crashing,  declines credit cards. Something out of stock,  whole cart needs to be cleared out!  What the?!!! Half ass app at best.",1,Ivan Khong,googleplay,3,2017,1
2017-03-30 13:19:01,apps keep closing and loading very slow. when cart have alot of items very slow or list inside have alot of item very lag and sometime empty inside out of sudden.,1,Grace Chang,googleplay,3,2017,1
2017-04-09 12:27:23,The worst shopping app should get professional to create a new one!,1,Edward Dennis Eer YH,googleplay,4,2017,1
2017-04-01 23:43:33,Worst app Suck blood,1,rila,googleplay,4,2017,1
2017-02-24 05:13:07,It does not allow me.to make payment at all. Alot of items are not found online where it is available at the outlet.,1,Cynthia Tan,googleplay,2,2017,1
2017-01-14 13:57:19,There free item that come with purchase but not delivered when recieved for online purchase. Email on query what happen but no response  or reply at all.,1,Francis Siah,googleplay,1,2017,1
2017-01-23 19:26:43,It takes donkey years to load or didn't load at all when you click on details.....,1,Joseph Chua,googleplay,1,2017,1
2017-01-05 01:32:30,Poor app design. Not intuitive or user friendly. Items hard to find. Not well categorised or areanged in alphabetical order,1,angela lim,googleplay,1,2017,1
2017-01-04 00:22:28,Item sold out for few months. Beverages page kept shutting down when accessing the choc & malted drinks section,1,Elayne Loo,googleplay,1,2017,1
2017-01-02 10:29:50,Downloaded the app and the registration process insisted that I provide my IC number. Seriously? Why do I need to give you my IC number just to buy groceries?!,1,Karin Ang,googleplay,1,2017,1
2016-12-27 10:21:23,Ntuc online doesn't recognise NTUC Visa Card,1,Rebecca Wong,googleplay,12,2016,1
2016-11-02 00:47:34,"FAIRPRICE Apps development team should go for more web & mobile development improvement course. Terrible cart experience, removing of a item took me 2minute... AJAX code? Omg. Web and mobile is the same... Cart is a failure. Please contact some reputable online shopping developer and seek their opinion on how to do a good shopping cart instead using crap compiler which also end up problem with rooted phone. Is it necessary to block rooted phone due to security? What security? A big disappointment",1,Dennis Fong,googleplay,11,2016,1
2016-11-19 13:42:20,"Not user friendly at all. Super slow. At the review my order page cannot change qty or delete order, then what's the point of reviewing my order right? Difficult to search. Not friendly for ppl who doesn't understand English because categories are all listed in text and not pictures. The categorisation also not helpful, does not help you in searching your products at all.",1,Xin Xiao,googleplay,11,2016,1
2016-10-07 17:20:13,Just downloaded App but cannot run. It says Security Risk!,1,Larry Kam,googleplay,10,2016,1
2016-10-29 13:15:01,"When i want to edit my cart, i have to re do several times as the page I am on keeps going back to the original at random times. Finally i figured out i have to do per item at a time and it becomes too slow.",1,Sara Mohamed,googleplay,10,2016,1
2016-10-24 11:02:35,"Had to try 4 times to complete the payment. It keeps saying i have internet issue but my internet connection was at full bar!! ... Also, the apps do not offer complete list of product items. Some items are offered on the normal site but not on the mobile apps.",1,Jamaliza M A,googleplay,10,2016,1
2016-11-12 18:18:31,App always crashed,1,Ching Ng,googleplay,11,2016,1
2016-11-09 00:49:39,Tooooo slow,1,Peiyi Sun,googleplay,11,2016,1
2016-12-24 09:39:14,not convenient,1,A Google user,googleplay,12,2016,1
2016-09-19 07:36:35,"At Checkout, the system keeps prompting an item is Out-of-Stock. I kept having to go to and fro from Cart to Checkout to remove items one by one when prompted. At last half of items in Cart is gone and still can't checkout and I missed the Free delivery period.",1,Suzlinah A.S.,googleplay,9,2016,1
2016-09-27 23:47:41,"Very Slow, Products are out of stock but system not updated until you tried to check out.",1,Peishan Chian,googleplay,9,2016,1
2016-09-19 21:56:58,"Was registering then my password wasn't complex enough, my nric got registered and I cannot register.",1,Ping Ting Soh,googleplay,9,2016,1
2016-09-18 16:18:26,Very user-unfriendly!!!,1,Lee Haw Lum,googleplay,9,2016,1
2016-09-02 19:23:45,Really wasting of time using the apps,1,Max Wang,googleplay,9,2016,1
2016-08-16 09:43:37,Always technical use. Cannot purchase. Waste of time,1,Mohamed Saleem,googleplay,8,2016,1
2016-09-10 13:01:44,Very buggy. Crashes all the time. Searches dont return anything,1,Earl Manly,googleplay,9,2016,1
2016-09-12 17:21:48,Always appeared security risk...pls fix it!,1,Melati manja Ahsan,googleplay,9,2016,1
2016-08-24 23:06:03,Useless.,1,HypedButter,googleplay,8,2016,1
2016-07-15 22:54:16,"Lousy apps difficult to sign in n unable to find products.  Should follow the qoo10 website, easy to shop, edit/delete n make payment.",1,Chaerim Chong,googleplay,7,2016,1
2016-07-12 23:48:15,I realised i had the same problem w users who left their negative reviews and i cant seemed to cart out and lost the free delivery.,1,Terard Lynn,googleplay,7,2016,1
2016-06-25 13:13:19,Not user friendly at all,1,Carrie Ho,googleplay,6,2016,1
2016-07-23 01:43:35,Can't use the guest access,1,Woo Shan shan,googleplay,7,2016,1
2016-07-11 18:58:34,Variety is lousy,1,Michelle Lim,googleplay,7,2016,1
2016-06-05 12:47:48,Cannot make payment.Everytime I want to checkout it promt I have a technical issue with the connection and ask to try again.,1,Mazlan Mohd,googleplay,6,2016,1
2016-06-12 09:57:57,Not able to make payment.. saying technical issues with connection.,1,Priya Gunasegara,googleplay,6,2016,1
2016-05-05 15:54:04,"I guess this app jumps on the bandwagon of online shopping. More than half the items are not available to purchase. Some of the items marked available but upon purchase, it says no stock before delivery date. No option for link points. Super bad customer journey.",1,Choo Kelvin,googleplay,5,2016,1
2016-03-29 11:08:36,"After getting over the fact that i need to pay a nominal amount for delivery even though im a ntuc link member for purchase definately over $200, 80% of the items i searched for were 'sold out'. This is fairprice ntuc for gods sake. My suggestion is that if you are not sincere in providing an online service, dont blindly follow the trend. If it wasnt because redmart had an online issue, i really wont have bothered",1,juzaudz,googleplay,3,2016,1
2016-03-30 22:27:32,Cant remove item from cart. No option for ntuc member to link points. Best part cant use debit cart. Big dissappointment. Wasted my 1 hour.,1,Yusmawati Yusoh,googleplay,3,2016,1
2016-04-11 11:02:39,"Not sure how the app work,  but if you scare with rooted user better don't put it inside google store",1,Rezoss Reza,googleplay,4,2016,1
2016-03-15 15:09:07,Please allow rooted phones to use your app.,1,YL CHEW,googleplay,3,2016,1
2016-03-12 17:58:44,A big waste of time😣,1,Shan Kris,googleplay,3,2016,1
2016-02-05 22:03:49,:&lt;,1,Jameson Chia,googleplay,2,2016,1
2015-12-08 08:33:26,"Unable to access due to security risk, this is just a online grocery apps why block.  Phone belong to us,  we can any OS on it.  Rooted or not,  i still cant access on both phone.",1,Daisuke Hayashi,googleplay,12,2015,1
2015-12-17 21:34:55,Download the app. Tried to register. Day 1 ok. Day 2. Tried to login. Say not registered yet. Tried to register. Say email already in use can not register. Tried the next day. Same problem. What is this. Tried to register say it is regiater. Tried to log in say email not register. Please register. Waste time again and again.,1,Eric Choo,googleplay,12,2015,1
2015-12-27 13:50:42,"Doesn't even support rooted devices. It's a grocery shopping app, not some biological weapons shopping app.",1,Nex Cyanic,googleplay,12,2015,1
2015-12-13 23:14:08,"What is the reason to block rooted device? If it's the application issue, then solve the application issue instead of preventing consumer from using it.",1,Lance Teo,googleplay,12,2015,1
2016-07-24 07:51:38,This is supposed to be an online shopping app but you can't buy anything with it. Utterly useless.,1,Eric Ng,googleplay,7,2016,1
2015-12-18 14:00:55,Not even able to run it,1,J̶o̶n̶ T̶a̶n̶,googleplay,12,2015,1
2015-12-24 14:08:23,lol this app sucks lol im on android emulator looking to get free golden eagles yet i cant lol this app sucks lol this app sucks lol this app sucks lol this app sucks lol this app sucks,1,MsoP,googleplay,12,2015,1
2015-11-11 10:47:00,"Hey what's the big idea about not supporting rooted phones?  online grocery is just a convenience, but this app just spells inconvenience.   Also I got locked out of the website because of authentication error .... come on, you are more paranoid than a bank.",1,Kace Ong,googleplay,11,2015,1
2015-10-29 09:33:08,Have problem on payment page! Having problem at payment is a NO NO!,1,Joyce Koh,googleplay,10,2015,1
2015-11-04 15:25:38,Cant use it on Xiaomi,1,Terence Thant,googleplay,11,2015,1
2015-10-21 15:11:28,Noot suuport root device,1,Yien Johari,googleplay,10,2015,1
2015-10-16 22:22:06,Common???,1,Cloud Kickn,googleplay,10,2015,1
2015-10-06 21:24:58,Went to web and saw the MOFPOLAPP with additional $7 discount if I purchase in app... copy and paste the promo code and it prompt me it's invalid code... I checkout 14 items to cart cannot make payment. .. stating I have unstable Internet connection when my WiFi bar are full...please rectify your issues. ..I'm going back to Web. ..,1,Huishan Ong,googleplay,10,2015,1
2015-09-15 03:42:35,Seriously! Rooted device not supported? U need to source for any dev vendor,1,Kai Jie Ryan Soon,googleplay,9,2015,1
2015-09-10 22:00:12,Cannot be use at all. Waste time download,1,Jacqueline Chua,googleplay,9,2015,1
2015-09-25 14:25:43,Cr*p,1,Mike V,googleplay,9,2015,1
2015-09-15 12:32:01,Bad app,1,Fann Fang,googleplay,9,2015,1
2015-08-18 00:41:17,"This app can't even rotate to the correct orientation. It only has 1 fixed orientation. You cannot remove out of stock items from shopping list. Once you finish editing shopping list 2, it brings you to shopping list 1. Irritating. Fairprice should pay people to perform UAT properly before rolling out applications. All NTUC can response are to rooted device problems, offering no solution. People will not ""unroot"" their device to use your app. Wake up. If you want to be serious in doing online business, they should hire the right people and start building a real app that is actually working.",1,E L,googleplay,8,2015,1
2015-08-29 11:12:17,It says can't work on rooted device... Irony is my android is NOT rooted. Fix it fair price!,1,ivan loh,googleplay,8,2015,1
2015-08-26 10:59:07,"When you thought buying groceries on fairprice website was the worst user experience ever, they come up with this piece of rubbish.",1,Lorenzo Zanirato,googleplay,8,2015,1
2015-08-30 18:24:37,I can run Amazon but not this local grocery online shopping app on a rooted device. Bad development.,1,Ry C,googleplay,8,2015,1
2015-08-13 11:17:16,This app is not available on rooted devices. Delivery charge is super expensive.,1,Chint Chint,googleplay,8,2015,1
2015-08-24 15:28:27,typical what u can expect from NTUC.  half the time it doesnt work.  a half ass job.,1,K Kking,googleplay,8,2015,1
2015-08-20 16:34:37,Application not support by rooted device. What a good solution to reject customer.,1,William Chee,googleplay,8,2015,1
2015-08-21 13:15:13,Wats wrong wz rooted device? Do they spoil the app?,1,Raja Raja,googleplay,8,2015,1
2015-08-25 18:23:28,what? first time im seeing this,1,Jun Kai Foong,googleplay,8,2015,1
2015-08-05 15:52:15,Installed but unable to open. Very frustrating. Password needed but more often forgotten. Why can't it be installed and open,1,Tan Raymond,googleplay,8,2015,1
2015-08-09 01:04:56,It started to crash recently and I'm unable to launch to app,1,Jeremy Chow,googleplay,8,2015,1
2015-08-07 22:04:14,App auto exits back to home screen when launched,1,William Ng,googleplay,8,2015,1
2015-08-11 02:40:31,Totally unusable,1,Leo Tee,googleplay,8,2015,1
2017-11-07 22:53:32,"App keep crashing while ordering. During check out, it keep telling me some of the item is out of stock but not telling me which item is out of stock that I need to remove from my cart. I have to clear all items from my cart before adding back one by one to identify which item are out of stock.",1,Ai Chung Chong,googleplay,11,2017,1
2015-08-16 22:18:12,"Did my shopping - everything worked well then bombed out at payment stage. No matter what I did, stupid app told me I had a connectivity issue. Useless!",1,Lynnette Tan,googleplay,8,2015,1
2017-04-08 19:52:02,"App's a waste of time. Better to make purchases on the web version. After selecting a list of groceries on the app, only to find there are system errors when connecting to credit card payment.",1,Mei Yu Ong,googleplay,4,2017,1
2016-07-23 20:25:25,"If I could give zero star I would. Same issue with the Web page, cart is unresponsive and keeps giving error.",1,Theresa Goh,googleplay,7,2016,1
2016-01-08 12:19:13,App wouldn't start without crashing! I got the latest 4g phone so stop telling people it's because of our phone etc nonsense! It's u and this app‘s stupid developers! Did aunties designed this app or was it done by some illiterate prc fw!? 白痴烂app! 你们这帮二逼！,1,Sheda Rashid,googleplay,1,2016,1
2018-01-24 12:51:18,"Not able to log in even though all details are correct, finally when u can log in, the system hang or generate error message. Hopeless",1,Jennifer W,googleplay,1,2018,1
2015-09-30 15:02:36,What!!! even banking apps don't have such restrictions.,1,Elton Pang,googleplay,9,2015,1
2015-10-31 08:59:07,This is one of unless useless app that are wasting our time in life.,1,EL TKL,googleplay,10,2015,1
2017-08-03 10:39:13,"Absolutely exasperating and time-wasting. Big issues with updating Account details such as NRIC number, floor and unit number and generally UX. Staff should try using the app to see what issues you have.",1,Cheong Fai Mun,googleplay,8,2017,1
2016-04-11 12:51:10,Why cannot remove items in cart ? THIS IS A very Basic function for most on line purchase,1,Johnny Foo,googleplay,4,2016,1
2015-12-21 18:32:13,Never make the app properly scared people hack your data then say so lah block gelan ccb hahahaha,1,A Google user,googleplay,12,2015,1
2017-12-07 15:42:07,"It's got potential but way past time you fixed the bugs. There's been plenty of negative feedback about it crashing, time to sort it out before everyone uninstalls it.",1,Jessica Bretthauer,googleplay,12,2017,1
2016-09-16 11:23:51,"A very bad aap..Fairprice makes a joke or what?!When I press register,it can't be registered.",1,Nasir khan,googleplay,9,2016,1
2018-07-16 21:58:03,"Can get the apps fixed? Keep asking me to update but cannot be done. Cannot 
check out and chose delivery date.",1,A Google user,googleplay,7,2018,1
2015-08-31 18:52:18,Can't start as it says phone is rooted. But I have never rooted the phone. This app is the most rubbish ever,1,AL Lee,googleplay,8,2015,1
2018-05-02 16:30:47,"Can't even update version and can't even checkout payment when already done 
my groceries chosen! Pissed me off!",1,A Google user,googleplay,5,2018,1
2016-09-09 19:27:08,Talks about security risk and refused to open. I think it is due to me rooting my phone.,1,Grace Ho,googleplay,9,2016,1
2016-01-30 16:06:32,Yea apparently there's something insecure about your app that you block rooted phones,1,Nasrul Mukasim,googleplay,1,2016,1
2015-09-03 21:41:57,Banking apps work on rooted devices so what exactly are you preventing by not allowing your application to work on a rooted device?,1,Mayank Bhatia,googleplay,9,2015,1
2017-06-10 22:48:22,Was unable to launch the app. Auto shut after just scrolling for item.,1,Edmund Sim,googleplay,6,2017,1
2018-02-07 20:06:41,They have never deliver complete all items. Never!!!,1,Bern Ha,googleplay,2,2018,1
2016-07-09 15:33:06,"After making all selection then was advised no available delivery dates.😨waste of time. After 1 try, I remove app.",1,May Tan,googleplay,7,2016,1
2015-09-13 22:37:07,Useless app... Can't be used on a rooted device.,1,Kok How Chew,googleplay,9,2015,1
2016-05-20 09:45:05,"""App detected security threat""",1,Ida Einjaw,googleplay,5,2016,1
2016-09-06 12:28:06,Waste of time,1,Alejandra Leon,googleplay,9,2016,1
2017-03-02 10:02:29,Slow and the functions need to be developed,1,Lucia Liu,googleplay,3,2017,1
2015-08-30 23:26:11,Rooted device? Joke,1,Koik boon tatt,googleplay,8,2015,1
2015-09-11 05:58:50,"If can't develop this app properly, don't even publish it",1,Lester Gwee,googleplay,9,2015,1
2015-10-31 13:51:40,Fair price is just not fair,1,Whut Whut,googleplay,10,2015,1
2015-08-10 11:47:43,App doesn't start,1,Redid 7,googleplay,8,2015,1
2015-12-21 15:52:21,Cannot installed,1,Ferryandi Chai,googleplay,12,2015,1
2015-12-26 15:40:36,FOR GROWTOPIAAA,1,Sherlene Quek,googleplay,12,2015,1
2017-12-11 12:05:28,Keep on crashing,1,raunak banka,googleplay,12,2017,1
2018-03-13 18:47:33,Useless app,1,J L Cheng,googleplay,3,2018,1
2019-08-19 18:09:14,Useless app,1,Rainie Lim,googleplay,8,2019,1
2020-02-12 20:04:54,Draft Sinkies.....,1,Kitt Spike,googleplay,2,2020,1
2020-08-23 04:34:05,Faltu,1,sanjib technology Paul,googleplay,8,2020,1
2017-04-28 20:12:01,Suck,1,Carolyn Lim,googleplay,4,2017,1
2020-05-05 16:47:07,With,1,Sebastian Low,googleplay,5,2020,1
2020-07-24 00:35:34,First time using. Payment options is lacking. Cannot use Google Pay. No wishlist functionality. Keywords search needs improvement e.g mayo vs mayonnaise.,2,Zaid Ab Rahman,googleplay,7,2020,1
2020-08-31 22:52:15,Doesn't make sense why our online purchases are not counted to our link points. Thumbs down.,2,N N,googleplay,8,2020,1
2020-05-13 02:08:55,"I don't do online purchases, but use the app to find out if NTUC carries a particular item and how much it costs. There used to be a very useful feature called the barcode scanner where you could scan an item in your basket and find out the price. THIS FEATURE HAS BEEN REMOVED. It has now been replaced by Scan and Go, which you can only use in Scan and Go stores. This makes NO SENSE because the basic functions for scanning a barcode is still there.",2,Aaron Mak,googleplay,5,2020,1
2020-05-24 09:33:11,"The inventory system is definitely not accurate Items listed as available for purchase should be reserved for online purchases Have encountered many times to be informed ordered items are unavailable on the date of delivery Not easy to rack up $80 so as not to be piled with additional charges Wrote in to ask if other items can be added for rellacement, e.g. milk, and they can help on this With the additional packing fee of $4 per order, really expect beltter service quality ; (",2,Justin Wong,googleplay,5,2020,1
2020-04-14 23:19:44,"1. Please add a filter to hide those items out of stock. I scroll huge items but most showing out of stock, waste my time. 2. Please upgade your server to support more concurrent request for check out of cart. Frequently time out or lost response during check out. 3. Please enhance the scheduling delivery function, the current is not friendly 4. I can understand there are many online sales request, but you server performance is too poor. I have only one successful transaction in the past 3 weeks",2,Sun Jiang,googleplay,4,2020,1
2020-04-25 20:02:44,"The following issues should be looked into: 1. Cannot filter out-of-stock items; 2. Didn't retrieve unit number, and didn't ask to fill it in during checkout. Thank you!",2,jh zhao,googleplay,4,2020,1
2020-03-30 18:10:37,The interface was alright but it takes forever to load whenever I press an item or section. Would be a better experience in desktop/online version.,2,Deplay Stationforme,googleplay,3,2020,1
2020-05-30 07:26:38,What does it mean INVALID CART?!!!!! Sign in into a new account. Yet another problem arise!! Gosh?!! You know how it frustrated it feels when I cant get my grocery done in times like this with little kids?!!!!,2,Lily Ash Burn,googleplay,5,2020,1
2020-05-30 10:22:38,"Everything is nice. Except for the part where they have ""Fresh Chicken"", ""Fresh Beef"" and ""Fresh Fish"". I mean... Why even have that section when you do not even have anything on there? It is just misleading.",2,姚泉成Ridwan Yeow,googleplay,5,2020,1
2020-05-02 10:47:11,"Can't add a payment method because the input field can't accept an expiry date for credit card, shoddy ui testing",2,surajp padmanabhan,googleplay,5,2020,1
2020-04-10 00:24:13,App keeps hanging. When I click on cart it says I have no items. When I'm at the main page it says I have x number of items.,2,C. Lim,googleplay,4,2020,1
2020-03-30 18:55:31,"Good app however Delivery service seem not up to speed. Always have standard notice... Delivery fully book, check next day. Have not successfully do online order then.",2,SL L,googleplay,3,2020,1
2020-04-30 14:47:34,"During this covid period, can I suggest that the user to be granted a delivery slot and check out within the next 20 mins or so? It is quite annoying to have our cart ready but delivery slots not available. The next day, many items in our cart are out of stock. This cycle can repeat for next few days to a week of endless trying as you need to check constantly for delivery slots and replenish the stuff you need into the cart. And pls dont reflect items that are out of stock, wasted time to scroll",2,Joyce Long,googleplay,4,2020,1
2020-06-10 23:34:21,This updated version is less smart. 100%peanut oil or cooking oil show no item of 100% peanut oil which old old version got. How to find this item?,2,raena yen,googleplay,6,2020,1
2020-04-28 12:40:02,"Checking every single day for the past weeks and always no delivery slot available. How is that even possible ? What is the purpose? I have a voucher and have to use it online,expiring date is nearing, so how now ?",2,Fee Senorita,googleplay,4,2020,1
2020-05-31 11:00:58,The pictures function for your order issues feedback refused to work properly!,2,Hwei Min Soh,googleplay,5,2020,1
2020-04-19 11:27:03,Delivery slots always full. Never got a chance to buy online.,2,fazrinzifa zaukani,googleplay,4,2020,1
2020-03-17 00:54:30,"server is really slow. and for a month I can't even have any delivery. Forever telling me there is no earliest slot. I reinstalled and same thing happen. Just because of the hoarding, now my usual groceries couldn't be done. I have some health issues thus I badly rely on online delivery. I have been using the app since last year! disappointing that now it seems that I permanently couldn't get a delivery in my area.",2,Carol Yap,googleplay,3,2020,1
2018-09-18 19:56:15,"Dev should look at other shopping apps. There are so much this NTUC shopping app can improve on. /-- suggestion --/ #1. To remember last Click n Collect location and option to choose timing to coincide when I would be there after work. #2. Option to add to wish list on all pages #3. Wish lists should NEVER be limited to just 5!!! Put on your Sales & Marketing thinking hat on! #3. Make wish lists more user friendly (see Amazon, to set default list, to move to other list more seamless, section to add comments); #4. Similar products and brands to display. See Amazon, Redmart, Watsons shopping apps. /-- user experience --/ I gave up after some 30mins of browsing and trying to organize the wish list and shopping cart. It was much easier to do our online groceries shopping on Redmart.",2,Karan SNG,googleplay,9,2018,1
2019-10-26 17:35:24,"Have been using the app a couple of years but still get pissed off now and then. E.g. system frequently hang during checking out... Free gifts not added to shopping cart and force you to go without it... Many goods constantly run out of stock...Lots of areas for improvement!!! Today tried half an hour but still couldn't check out. System just kept circling forever... Tried to restart the phone, tried to uninstall and reinstall the app but all to no avail! Fairprice, please do something!!!",2,Qi JH,googleplay,10,2019,1
2019-08-06 10:57:43,"Too many items are sold out or sold out quickly as soon as it shows stock is available. Add to cart, then a few secs later it says sold out. Not sure how the system works with inventory but FairPrice needs to restock the items quickly and update the online inventory. The whole point of the app is so I don't have to carry the heavy load from the FairPrice outlet, but kinda defeat the purpose if most of the stuff is sold out online, but available in the store and I have to buy them myself.",2,Imran Becks,googleplay,8,2019,1
