isEdited,developerResponse,title,date,review,rating,userName
False,,Online shopping -easy and convenient,2018-05-20 23:52:42,The new interface makes the shopping easy and feel like spending more. Will consider ordering online again for the convenience. 👍🏻,4,Keena Tay
False,,Great apps,2018-06-22 13:21:03,"Easy to use, hope the promotion will continue. I will use again to buy future household items eventhough there are products not available.",5,EWJK
False,,Good. But lot of room for improvement.,2018-04-13 08:24:29,"Cannot save credentials, have to login every time. After doing multiple searches, it has nested and going back to home is so tedious. You have to clear each search and press cancel. Why can't we have a button to just go to the home easily?",3,Anon2013User
False,,Out of stock,2020-07-17 12:38:41,"The problem with FairPrice Online is that the items shown may be out of stock even if the item is shown available.  After checkout and payment has been processed,  then on the day of delivery, I received an email advising me that my order has been cancelled.
This is 3rd world standard , though Singapore is largely quite advanced  in digital technologies.  Maybe ,it’s lack of supervision issues.",1,xickman
False,"{'id': 13245014, 'body': ""We’re sorry for the unsatisfactory app experience you had with us. We're constantly working to ensure stock availability and improve our features.Please drop us a message at app-feedback@fairprice.com.sg if you have any other feedback/recommendations. We value your opinion and seek your help to improve the user experience.\r"", 'modified': '2020-02-02T13:34:49Z'}",App is good BUT,2020-01-31 15:50:06,"You can order anything AVAILABLE but when the grocer starts picking the stocks, items are OUT OF STOCK , they wont contact you for options or look for alternative, so its possible that 50% off your order will not arrive due to out of stock , hope you can improve this part",3,chrlszy
False,,Improved over the years,2019-07-26 13:38:03,It’s been a couple of years ago that I have used the app for purchase.  It has improved a lot and I like it!,5,joyyen32
False,,Need more products,2018-06-17 07:24:14,"I could see some improvements. However, would need more products to be available. Also would there is no expiry date stated for the perishable goods. Expiration dates for perishable goods are all clearly stated for products sold at iherb/Amazon, this is something you should look into.",3,Jerlena
True,"{'id': 15465938, 'body': 'Due to the increase demand in the last couple of weeks, delivery slots have been snapped up quite quickly. We try to release slots as frequently as possible so please do look out for it. We’ll definitely continue to improve on this to serve you better. Have a great day! (:\r', 'modified': '2020-05-21T09:45:12Z'}",Wasted time,2020-05-26 14:40:40,"Wasted time to download this app, everyday ever hour driver no time slot. Weeks unable to buy anything

I still not satisfied developer reply, because I been order every day and up to more than a week still not able to order, due to no more delivery slot. And also I order early morning 6 to 7am still no more slot, don’t tell me NTUC are Giant developer in Singapore a day only few slot only?",1,Fei zai
False,,Service better but can be better,2020-07-03 09:45:22,A lot of items found in physical store not available here. Don’t why. Like kong guan pau never available online but always available in physical store wondering why?,4,Blueray2003
True,"{'id': 15890289, 'body': ""We sincerely apologize for the troubles you've had with your order. We have different fulfillment stores across the island to meet increasing demand. Sometimes the product offerings may differ for these stores. While we're constantly working to expand our product range and ensure stock availability, please drop us a message at app-feedback@fairprice.com.sg if you have any other feedback. We value your opinion and seek your help to improve the user experience. Stay safe and have a good day (:\r\n"", 'modified': '2020-06-10T05:35:05Z'}",Wine card deduction no longer available,2020-07-30 07:42:16,Seriously this app getting worse after each update. Use to automatically recognise me as a wine card member and shows the deduction. Now it doesn’t even deduct even after I login via Just Wine Club option.,3,yt404
False,,The user interface for iPad 6 is unusable,2018-07-25 18:58:56,"The side of the interface can see at all. And the scrollable banner keeps moving on its own. 

After reinstall the interface back to normal. Please fix the banner",4,XJustSmileX
False,,New version is not working at all,2019-10-09 00:00:34,"Opening the app tells me there is a new version to update. Tapping on Update button brings me to App Store, which shows me only Open option meaning I have the latest ?  Extremely confusing. 
Still have not gotten to a working app. Had to use online site to complete shopping. 
Please check and test thoroughly before releasing to consumers.",1,frustrated lis
False,,FairPrice ON,2018-05-27 06:29:08,"The app now is so much better! Better interface, search tool and doesn’t crash throughout my whole purchase selection.",5,librabliss
False,"{'id': 11055206, 'body': 'We’re sorry for the unstable app experience you had with us. Providing a good experience is our priority and we would like to find out more about issue. Could you contact us at @ app-feedback@fairprice.com.sg? We assure your time will not be wasted.', 'modified': '2019-10-04T10:38:17Z'}",New update is useless,2019-10-03 22:43:14,"I never had any problems using the old versions of the app. Today’s update is a useless one. It keeps hanging and shows my cart is full of items from my previous purchase which has already been delivered and I cannot empty the cart or delete the items cause the app keeps hanging. 
What’s the point of updating the app? For the new logo?",1,Anonymous111177
False,,Good and efficient,2018-03-25 00:56:07,There was a problem to change new phone number in the account setting.,5,Jack Faizal
False,,Super clumsy log in required each time app is launched,2018-03-22 07:31:24,"The shopping experience is acceptable, but the log in is simply ridiculous. Every time you use the app, you need to type in your email address and password. Even banking apps don’t put you through this kind of pain, and they’d have at least a good justification!",2,Thomas in Singapore
False,"{'id': 11241223, 'body': 'We’re sorry for the unstable app experience you had with us. We have released a new version with the fixes, please update your app. Do contact us at app-feedback@fairprice.com.sg if you face with any issues. Thanks!', 'modified': '2019-10-14T15:13:25Z'}",New interface causes issue,2019-10-14 00:33:10,"After the update, the app kept adding multiple items (even up to hundreds) to my cart. For example, I only needed 1 unit but it kept automatically add more units. Having a frustrating time deleting the items and adding again. Wish the app wasn’t updated. Have had no problems with the app for such a long time.",1,zzzkdlop
False,"{'id': 11191209, 'body': 'We’re sorry for the unstable app experience you had with us. We value your feedback and want to understand more so that we can continuously improve the user experience. \r\n\r\nPlease help us improve! We will be happy to offer a token of appreciation for your feedback and help. Do contact us at app-feedback@fairprice.com.sg.\r', 'modified': '2019-10-11T10:55:46Z'}",It is not user friendly,2019-10-11 00:27:41,"I am a regular shopper of NTUC online, however I have very bad experience with this app recently updated. When you add the items to cart, the system will anyhow automatic added quantities for u and you are very hard to reduce the quantity as the app were pending .. at end your shopping cart amount can be added up to few millions, it is ridiculous! The app is very unstable.",1,Unhappy with 天天视频
False,,The first for me.,2018-07-19 23:01:37,"First time using a home shopping (replenishing the drawers kinda stuff) app such as this. Well, I’ve seen other reviews, theres always a room for improvement.",5,R.wesc
False,"{'id': 11747476, 'body': 'We’re sorry for the unstable app experience you had with us. We value your feedback and want to understand more so that we can continuously improve the user experience. \r\n\r\nCould you contact us at @ app-feedback@fairprice.com.sg? We assure you that your time would not be wasted. If you help us, we can compensate you for your time, pls write to us.\r\n', 'modified': '2019-11-09T11:45:53Z'}",Loading of the app was very very slow,2019-10-27 02:35:54,"Ever since the upgrade, loading of items and deleting of items and even searching of items within the app became extremely slow. It is not so in the past. The new look does not improve the usability of the app :-(",2,Cheryltong
False,,Some improvement needed,2019-07-01 15:25:43,The app is sometimes slow or stuck when searching for a product.,4,Kewpie22
False,,Show full product description,2018-04-15 02:29:07,Can the product description be shown in full? It’s very troublesome to check the actual item every time. Especially when the pictures look the same.,3,$RM$
False,,No improvement,2018-03-11 03:40:46,App either freezes or crashes. Unreliable. Makes buying an unpleasant experience.,5,itOe1st
False,"{'id': 15466095, 'body': 'Thank you for your support. We’ll continue to improve our user-experience, features, range of products and deals to serve you better. Stay safe and have a great day! (:\n', 'modified': '2020-05-21T09:50:57Z'}",Fantastic and accurate order,2020-05-19 12:33:25,"Very pleased with my purchase with NTUC! As always , it comes during the specified timing and the items received in good condition and well packaged! 

Thank you!",5,Terijess
False,,"App is good, overall experience can be improved",2019-07-21 04:21:45,"1. Our usual products (which we can find at fairprice finest) can't be found online
2. It'll be better if it can be linked with NTUC link card",4,natjioe
False,,Login,2018-03-16 07:48:26,"So troublesome when using handphone, always need to login in full email n password unlike pc where u can save the details. Do not even have fingerprint login option too. Expect handphone to be more convenient than pc but turn out to wast more time. Please improve!",3,shyong75
False,"{'id': 11861909, 'body': ""We sincerely apologize for the troubles you've had with the app. We're working on a fix but in the meantime, please drop us a message at app-feedback@fairprice.com.sg so that we can better help you. We value your feedback and seek your help to improve the user experience. Thank you."", 'modified': '2019-11-15T09:13:23Z'}",App filled with bugs,2019-11-11 14:57:09,"1) Search engine is faulty. I looked for “red wine” and other non related products popped up, including red onions, carrots and pasta sauce. I searched for “Australian red wine” and a plethora of Australian product overwhelmed the search results 

2) I added some product to my cart, and was asked to fill my delivery address. After I have done so, the item disappeared from my cart and the app tells me my cart is empty.

3) I found some product through google that it is available on the app. After it disappeared from my cart (see above) I couldn’t find it again on the app, even if I try to search it by name.

Will not recommend nor use the app",1,DrFrus
False,,Not so responsive but does the job,2019-03-21 01:33:36,The app is not very responsive most likely due to technical limitations. But it works after using some patience with it. Saves my items and cart data.,4,Exceptian
False,,"Good effort, however not all store items available",2018-06-01 02:50:01,"Easy to use. However, cannot figure out how to link to NTUC membership on app for linkpoints. Not all the store items are available.",4,NTUC Tong
False,,Frequent crashes,2018-03-23 03:48:12,"App keeps crashing few times within one visit, had to launch app several times to complete one purchase. Including after pressing confirm at last stage, turned out one product was out of stock. App seems unable to respond and order got stuck.",2,Xenthe
False,,Not user friendly and slow,2018-03-05 13:04:32,"Not very user friendly. There is no way to breakdown by categories. User has to type categories / items to search. The loading is slow. When you scroll down, it will takes some time to load",2,SillyDc
False,"{'id': 15466194, 'body': 'Thank you for your understanding and patience. Due to the increase demand in the last couple of weeks, delivery slots have been snapped up quite quickly. We try to release slots as frequently as possible and we’ll definitely continue to improve on this to serve you better. Stay safe and have a good day (:\r\n\n', 'modified': '2020-05-21T09:54:47Z'}",Fairprice online,2020-04-10 23:14:05,"Easy to order but very difficult to get delivery slots .i Guess this is because of the surge in demand . Other than that , it was very satisfactory",5,mea goh
True,"{'id': 12728811, 'body': ""We sincerely apologize for the troubles you've had with your order. We're constantly working to expand our product range and ensure stock availability. In the meantime, please drop us a message at app-feedback@fairprice.com.sg with any other feedback you may have. We value your opinion and seek your help to improve the user experience.\r"", 'modified': '2020-01-05T10:28:37Z'}",App is crap,2020-03-29 04:25:47,"Update of cart when item is out of stock should only be done during check out. No point removing the items from cart when users are still shopping! Is simply annoying to have to re-add the items again, especially during this period where is a challenge to find delivery slots.",1,llngyyy
False,"{'id': 11084827, 'body': 'We’re sorry for the unstable app experience you had with us. Providing a good experience is our priority and we would like to find out more about issue. Could you contact us at @ app-feedback@fairprice.com.sg? We assure your time will not be wasted.', 'modified': '2019-10-07T01:50:30Z'}",App is quite slow.,2019-10-04 10:25:33,"App is quite slow, takes awhile to load every time I click on something, can lag at times. Personally feel App is not very user friendly? Please improve on this!",3,3824
False,,Lousy website n app,2019-03-01 23:18:27,"The app is just linking to the website and the website did not have a proper test before releasing. Having this same error “the following error occurred during processing : {0}” on safari, Firefox n even on this app. How can u trust this website when this error occurred even I signed into my account or not. No proper testing is done on the website.!",1,gaiapotato
False,,Worst customer service,2020-08-30 05:20:05,FairPrice online app is not recommended to buy any fresh items such as vegetables and meat. They cover expiry date with black stickers and deliver items which are very close to expire date or expiry is on the same delivery date. Unable to checkout when membership information are added to the app. Better to visit physical stores.,1,Ruchzlive
False,,Nice and easy,2019-02-07 10:17:35,"This is the best online grocery app I have ever use in Singapore. Easy and just good especially when you purchase the heavy items. I love online shopping, cheers !",5,Elaine_1025
False,,Improved interface,2018-02-10 05:47:03,"Love the improved interface. 
Please include function to add scheduled delivery date/time into phone calendar.
Also, why aren’t fresh meat available for order on the app?",4,hmkim1
False,,Great application best online shopping in Singapore,2018-03-16 14:16:08,"Great Selection and good delivery, recent updates slowed down application .  Turned off 3 times today. Out of stock in watermelon and F&N orange zero become permanent unfortunately.",5,ProPlan
False,,Could be better,2018-02-19 12:24:48,"Interface is better but a lot of functions still not loading well.  FAQ is empty, hadvto check out 3 times to finally  get confirmation.  Still a long way to go to Redmart’s seamless online transaction.  (Not to mention it takes forever for someone to pick up the helpline)",2,谁抠你
False,,Great improvement,2018-04-12 15:41:49,The new app is a lot friendly and also easier on the eye. It is also easier to search for things now.,4,Happy XLing
False,,convenient,2020-07-15 09:06:16,very convenience. has been buying online for few times. no issue so far. Great!,5,yumiko91
False,,Migrating from Redmart,2019-05-28 11:55:51,"Fairprice Online, why is there bo option for customers to add our Plus membership numbers?
It is my first time trying out your online app, & I must say, it us not easy to navigate through your cataligue. Privileges are also limited.",3,Grapetowine
False,,keep receiving errors,2018-07-31 00:00:56,Downloaded because the website crashed when about to checkout; but the app cannot delete/modify quantity of an item in cart and won’t add card payment details. shifted back to website and was finally able to checkout,2,aning85
False,,Font size,2018-07-01 08:05:14,Font size can be larger to improve experience. No need to ask for product review after I have confirmed purchase. It’s confusing and makes me want to change my mind thereby creating an unnecessary step in the process.,3,57days
False,,allow inclusion of link card details,2017-08-26 23:33:59,"The app works well. As a link card holder, can you allow the user to store their link card details to earn points? Thank you.",4,Discovery reader
False,,App is faster now! Looking forward to better deals for consumers!!,2019-01-01 11:28:32,"App is working faster now which is great! Looking forward to even more attractive deals, interesting buys and savings in 2019!",4,lilian2537
False,,App is not bad but things are always out of stock!,2019-08-30 03:00:18,I love that I can get my NTUC products delivered now! the app works well for this purpose too. The only issue I have is that about half of the things I want to purchase are always out of stock.. even non-fresh things like tissue paper and diapers. Also wish that the Finest items would be available online.,1,Perfect la
False,,Product availability not clear,2019-07-31 22:37:45,Quite a number of items were marked available. But we're taken out of the basket when checkout as not available. No Apple Pay option.,3,Labitx
False,,Great Grocery App,2019-05-06 12:24:31,This is the grocery application to beat the queue. But I only use it when I want to buy bulky items. It is sad that they do not give link points for my purchase.,4,jangwl
False,"{'id': 11747525, 'body': 'We’re sorry for the unstable app experience you had with us. We were experiencing a technical issue on the mentioned date. Can you try again please? Else, please contact us @ app-feedback@fairprice.com.sg so we can look into the issue. ', 'modified': '2019-11-09T11:50:18Z'}",Super slow loading,2019-10-26 06:12:14,"While my payment is still loading for confirmation, I already received an invoice email with order number and when the moment the email notification pops up the app shows “unsuccessful” !!",2,ekatikah
False,,User-friendly,2018-08-01 12:51:35,"Not too bad. The ‘free delivery’ ‘free click and collect’ tab keeps appearing when I add an item to the cart which is a little irritating but other than that, it’s all good!",4,Onigiri17
False,,Good app,2019-03-12 07:30:59,"I enjoy shopping in FaiPrice, therefore FairPriceOn is a good choice when I need to buy heavy things such as fresh milk, rice, detergent etc. Loading speed is a little slow but acceptable.",5,HoSuperman
False,"{'id': 15466319, 'body': ""Due to the increase demand in the last couple of weeks, delivery slots have been snapped up quite quickly and we've had a few issues. We've since increased capacity and fixed performance related issues. If you're still having any issues, please reach out to us at app-feedback@fairprice.com.sg. Stay safe and have a good day (:\r"", 'modified': '2020-05-21T09:59:45Z'}",Lousy network,2020-04-09 16:44:16,"The app is ok, but no point using the app. Might as well head to the store. 
The server network can’t cope with 5 million people using it at the same time. If China has the technology, why can’t you provide the same?
When it happens, there are bugs that wasn’t fixed. For such a big corporation, do something about it!",1,Kippie Baby
False,,Lots of saving and free delivery!,2019-05-19 07:21:15,"Recommend to do grocery shopping with hassle free and similar promotion as stores, sometimes even have online promo codes to reduce the cost.🤗",5,Pxtim
False,"{'id': 15889884, 'body': 'Thank you for your support and understanding during this period. We’ll continue to improve our user-experience, features, range of products and deals to serve you better. Stay safe and have a great day! (:\r', 'modified': '2020-06-10T05:11:19Z'}",Amazing app,2020-06-09 02:07:03,"Fairprice app is easy to use and its UI is user friendly. Compare to other online apps, fairprice is app simply awesome.

Thanks a bunch helping us in this tough time.",5,Vkriss
False,,Improvements I would like to see,2019-06-03 08:52:58,"They have a good variety of things but the user interface can be improved. 

For one, the words are too small on an IPhone 7 Plus Fairprice app. Difficult for older ppl to see.

No memory of the items purchased previously, makes for quick searching difficult. 

This click and collect is a bit confusing as it is default for the times when the delivery is not able to be done. Having a separate option to select it would be better.",2,goldfish5252
False,"{'id': 11145985, 'body': '\r\nWe’re sorry for the unstable app experience you had with us. We value your feedback and want to understand more so that we can continuously improve the user experience. \r\n\r\nPlease help us improve! We will be happy to offer a token of appreciation for your feedback and help. Do contact us at app-feedback@fairprice.com.sg.\r', 'modified': '2019-10-09T10:43:14Z'}",Unable to open the app now,2019-10-07 23:57:13,"After the latest update, it’s unable to open the app now. I have restarted my phone, but still the same that it keep popping out the update message. Hope this problem will be fixed.",2,Jenny Chong
False,,Terrible delivery service and customer support,2018-06-26 07:11:06,"My order was not delivered and there was no updates or call on why it was cancelled or delayed. Finally able to get to the customer support after 2 days of calling. 
Totally wasted my time to follow it up and they cannot find the reason why my order wasnt delivered.

Last time to use ntuc.",1,Simon SGSg
False,"{'id': 11747518, 'body': 'We’re sorry for the unstable app experience you had with us. We were experiencing a technical issue on the mentioned date. Can you try again please? Else, please contact us @ app-feedback@fairprice.com.sg so we can look into the issue. ', 'modified': '2019-11-09T11:49:50Z'}",The latest app is slow,2019-10-26 02:43:08,"When going into the item to review the information and additional pictures, the response is so slow. The stupid site refresh wheel just keeps turning and without end. After a while I need to terminate it and re-enter the app. I think my time could be better spent.",1,Gatto girl
True,"{'id': 13245016, 'body': ""We’re sorry for the unsatisfactory app experience you had with us. We're constantly working to ensure stock availability and improve our features.Please drop us a message at app-feedback@fairprice.com.sg if you have any other feedback/recommendations. We value your opinion and seek your help to improve the user experience.\r"", 'modified': '2020-02-02T13:35:07Z'}",Great difference in range of masks for different postal codes,2020-05-23 05:53:34,"Jurong area only has 2 listings for face masks (none for kids), while places like Ghim Moh have more than 10 listings. Orders kept getting amended on day of delivery.",4,DP2118
False,,Easy to use apps,2019-05-07 14:35:49,"Easy to use apps, delivery good too! Have more promo online because cannot TOP up link points.",5,Meow2008
False,,Much improved app,2018-07-08 10:29:04,Fantastic app now. Smooth and quick search and wide selection.,5,ndzyybu
False,,Needs improvement,2018-05-02 11:19:32,"Very buggy app needs, a lot of improvements",5,cjfjcjcjfjcjdnfnfnf
False,,Slow response time and product names cut off,2018-03-30 09:27:10,"Have to keep logging in. Frustrating. Have to re order everything once logged out. 

Slow response time with each click. 

Product names are cut off at order screen. Have to click in every product to see the full name.",1,Lydia510goo
False,,Better but long way to go,2018-03-30 00:51:27,"It’s an improvement but lags and u can’t review order till after payment and then it’s difficult to go back
Also couldn’t find place to apply promotion 
Kept thinking will appear later but it didn’t",2,Intekhabs
False,,Decent but can be improved,2019-06-04 15:06:02,"Searches need to be more intuitive 
Response time is still slow",4,Cckave385
False,,Keeps hanging. Lousy.,2018-08-07 13:58:17,"Please fix the problem. It keeps hanging. From the start of my shopping, I’ve had to quit the app at least 10 times before I can finish paying for the cart. Frustrating!!!",3,Jsa22
False,,Payment screen loading to forever,2018-08-04 08:28:21,"Don’t know if the payment was successful or not. Anyway, i haven’t received notification either.

I’m scared later I’m charge double. I tried twice and don’t want to do again stuck on the “payment processing” screen like it hang there forever so I got no choice but to force closed. 😞",1,rochengomez
False,,No complains,2018-05-01 23:59:46,Overall look and feel is great and user friendly.,5,Sweechabor
False,,Online shopping,2020-07-21 11:24:09,Easy and delivery has been good. I order all my heavy purchases via online.,5,Jfs13
False,"{'id': 11191197, 'body': 'We’re sorry for the unstable app experience you had with us. We value your feedback and want to understand more so that we can continuously improve the user experience. \r\n\r\nPlease help us improve! We will be happy to offer a token of appreciation for your feedback and help. Do contact us at app-feedback@fairprice.com.sg.\r', 'modified': '2019-10-11T10:55:28Z'}",Bugs!,2019-10-11 00:25:45,"Search crash app the moment you enter a word followed by a space. 
Cart quantities get doubled each time you add an item, or adjust the quantity by typing on the number field. Using the ➕ and ➖does not.",3,BocajNevik
False,,Not easy to navigate,2019-05-05 01:07:49,Once you click on a product it’s not easy to go back to the cart or to home. You can’t find the back arrow or anywhere to click to go back!,3,kjehnsb
False,"{'id': 15466175, 'body': 'Due to the increase demand in the last couple of weeks, delivery slots have been snapped up quite quickly. We try to release slots as frequently as possible so please do look out for it. We’ll definitely continue to improve on this to serve you better. Stay safe and have a good day (:\r', 'modified': '2020-05-21T09:54:04Z'}",Been trying for days unable to get slot,2020-04-12 03:43:12,"I have been waiting and trying for days and unable to secure a slot. When there’s a slot system will throw error messages many times and said unable to put through!!! How to stay at home like that?! Forcing me to leave my house, breaking my record.🤦🏼‍♀️",1,Inezzione
False,,Great App,2019-09-05 05:50:08,Great app and super convenient. Only wish we could add on to our already paid for and finalised order when require to add some forgotten items.,4,Jay787jay
False,,Useless update!,2018-08-31 18:03:38,"Tried using after updates but it got worse! Took a while after clicking on anything! Worse still trying to check out but it crashed, MANY TIMES! Oh pls Fairprice On! Come on now! 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻
Should compensate us for our time wasted on ur app! Try learn from redmart or honestbee will ya?!",1,Idahaillie
False,,Carted stuff gets erased in less than a day,2018-05-28 02:17:59,"Carted stuff are erased very often. This is very time wasting!, This also does not support move from device to device.  Sat mornings use is usually very sluggish.  Also the server rate  is typically slower than other supermarket sites like Sheng Shiong and redmart. Would not have used this if not for the lower min order value.",1,pearlie812
False,,Slow and unstable,2018-08-10 08:40:47,Since today morning update the app is giving me so much trouble. Already added items in cart yesterday night and trying to place order since morning but the app keeps hanging every time I open my cart. How someone is supposed to place order with this king of unsupportive app.,1,11-1111111111111
False,"{'id': 15465340, 'body': 'Thank you for your support and understanding during this period. We’ll continue to improve our user-experience, features, range of products and deals to serve you better. Have a great day! (:\r', 'modified': '2020-05-21T09:20:59Z'}",Compliment to Fairprice delivery service,2020-05-13 23:13:59,"Fantastic. It is a first class experience in terms of choice, speed and convenience .

Thank you for all the staffs effort.",5,Wwnee
False,,Still need lots of improvements,2019-06-02 22:17:51,"Stocks always running low / unreplenish items and still far from varieties of items in its online platform
I would need to use mobile data to purchase due to past experience using wifi, apps crash and my $$$ hanging in between",1,zulfie
False,,Improved,2018-03-26 05:33:29,"Better than before, including the performance",4,luckystarLS
False,,New version is better but...,2018-04-15 03:48:49,I can’t tell from the FAQ if I will earn link points or receive coupons if I buy online. If members don’t receive link points buying on the app then it is not very good.,3,LDLLUO
False,,Straightforward,2018-03-22 11:15:50,"Basic functions working, better than previous version.",4,P1p1et
False,,Link point not awarded,2018-08-01 07:40:12,"Called SHOPON to confirm that link point will not be awarded for online purchases. What is so difficult to add this function? Other than this, this app is so far so good.",4,310103TF
False,"{'id': 15466061, 'body': ""We appreciate your support and understanding during this period. Thank you for your feedback on this issue. We're looking into how to solve this issue to serve you better. Stay safe and have a great day! (:\r\n"", 'modified': '2020-05-21T09:49:37Z'}",Option to filter by availability,2020-04-20 06:39:03,"In view of the SDM imposed during the CB period, it is not surprising that many items are out of stock. FP ought to consider the option to filter by availability to cut down the time wasted scrolling through items which are out of stock.",2,duuhasst
False,"{'id': 11747455, 'body': 'We’re sorry for the unstable app experience you had with us. We value your feedback and want to understand more so that we can continuously improve the user experience. \r\n\r\nCould you contact us at @ app-feedback@fairprice.com.sg? We assure you that your time would not be wasted. If you help us, we can compensate you for your time, pls write to us.\r\n', 'modified': '2019-11-09T11:44:03Z'}",Worst update ever,2019-10-28 01:31:03,"After major update. My wife can see 1 product in her phone, I can’t see the same product on my phone.
Cart is not always updated after we add to cart, after we add, when we go to cart, nothing is added. I logged into my own account. And it is seriously very lagging.",1,Didyouplaythis
False,"{'id': 11241226, 'body': 'We’re sorry for the unstable app experience you had with us. We have released a new version with the fixes, please update your app. Do contact us at app-feedback@fairprice.com.sg if you face with any issues. Thanks!', 'modified': '2019-10-14T15:13:30Z'}",BUG!,2019-10-14 07:06:11,The item count in the shopping card is not correct! The number of items get added multiple times and will end up in buying same item more than needed!! Please fix this asap!! It was working fine in the last version !,1,JkiApps
False,,App Experience,2018-07-01 03:17:45,App is rather laggy and slow. Interface is normal and meet the min needs but variety if items is limited. Most products i wanted is not available in the app.,3,JesGyx
False,,Good 👍🏼,2018-04-16 12:56:26,Very convenient to order with this online platform. Pls also consider issuing linkpoints for online purchase as well,5,Blush77
False,"{'id': 6329813, 'body': 'We’re sorry for the unstable app experience you had with us. We value your feedback and want to understand more so that we can continuously improve the user experience. \n \nCould you please contact us @ app-feedback@fairprice.com.sg? We assure your time will not be wasted.', 'modified': '2018-12-11T03:28:42Z'}",Terribly designed,2018-11-18 08:32:27,"Horribly designed and restricted app.
Unable to use in landscape mode on iPad (why?!)
Unable to use a password manager or even paste a generated password, forcing me to type out a likely insecure password (again, why?! Please fire whatever PM decided that this was a good idea).",2,donaldpiret
False,,Poor customer service.  No feature in app to feedback wrong item delivered or refund.,2018-08-23 16:25:23,"Poor customer service. Email for one whole week with regular prompt went into black hole. Called up, spoke to customer service officer but no follow up.  

Only avenue to feedback on wrong item delivered or refund is via email or phone call.  

App should have feature to feedback wrong items delivered or refund for orders.  

Seriously Fairprice is half hearted in digital transformation!  

We would like to support but the sheer frustration is driving customers up the wall and to Redmart!",1,Exasperated!!!!!!
False,,Why do you need NRICs?,2017-11-18 02:40:13,A supermarket does not need identification. Most people who use this wouldn’t be home to provide identification for their order of milk and carrots anyway... also the design is quite backward and slow. I wanted to give this a try but I never got to check out.,2,Kiku chiang
False,"{'id': 11747530, 'body': 'We’re sorry for the unstable app experience you had with us. We were experiencing a technical issue on the mentioned date. Can you try again please? Else, please contact us @ app-feedback@fairprice.com.sg so we can look into the issue. ', 'modified': '2019-11-09T11:50:33Z'}",Very slow,2019-10-26 10:11:21,"After the last update it becomes super slow. Opening your cart can take 3 mins. And if you update your cart, it takes another few minutes to load. very disappointing. the old version is so much faster and efficient.",1,anirak007007
False,"{'id': 11225126, 'body': 'We’re sorry for the unstable app experience you had with us.\r\n\r\nWe have released a new version with the fixes, please update your app. Do contact us at app-feedback@fairprice.com.sg if you face with any issues. Thanks!', 'modified': '2019-10-14T06:17:42Z'}",New App has bugs and hangs,2019-10-13 15:06:37,I order NTUC ONLINE regularly. The old app is much stable than this. My cart quantity can increase for no reason. The app get kick out for no reason. I hope NTUC can resolve these issues fast. Thank you,3,001PT
False,,Why can’t I link my membership card?,2019-06-25 16:25:40,Why can’t I link my membership card?,5,Kirramissu
False,,Link Membership,2018-03-30 15:10:49,Please advise how to link Plus membership to enjoy the rewards jus like in store purchase,5,Dreamz
False,,Just Suggestion,2019-05-20 04:19:50,The app is useful but I think it would be better if we can receive promotion notification on the items we selected.,3,Dolpinee
False,"{'id': 5337257, 'body': 'We’re sorry that you had an unhappy app experience with us. We value your feedback and want to understand more so that we can continuously improve your user experience. \n \nIf you would allow us to understand further from you, please contact us @ app-feedback@fairprice.com.sg so that we can get in touch with you personally.', 'modified': '2018-10-03T07:47:03Z'}",Can be better!,2018-09-21 10:12:15,"Slow & weak interface.
Need better categorising for better shopping experience.
Check out Redmart’s interface. Good reference.
Otherwise delivery service is prompt and great.",3,Dailybreadsg
False,"{'id': 12728829, 'body': ""We sincerely apologize for the troubles you've had with your order. We're constantly working to expand our product range and ensure stock availability. In the meantime, please drop us a message at app-feedback@fairprice.com.sg with more details about the store and product. We value your opinion and seek your help to improve the user experience.\r"", 'modified': '2020-01-05T10:30:18Z'}",My address is tagged to a nothing to buy shop,2019-12-30 11:18:16,"Noted that my address has been tagged to a nearby shop and many products that I used to buy are not available in that shop!!!
Please remove the tagged shop, shouldn’t online shopping has a great variety!!?
An angry and disappointed customer",1,jenho183
False,"{'id': 11225157, 'body': 'We’re sorry for the unstable app experience you had with us. We have released a new version with the fixes, please update your app. Do contact us at app-feedback@fairprice.com.sg if you face with any issues. Thanks!', 'modified': '2019-10-14T06:19:18Z'}",Frustrating to use,2019-10-12 06:27:36,"The app seems to have a bug. Each time I add a new item to the cart, the other items’ in the cart double in order qty until I even get 200plus toilet rolls in the cart!

The products are also not grouped by brands making it hard to shop.",1,icecuppa
False,,Delivery Timing,2018-08-04 03:27:07,May be can consider a more narrow time frame for delivery. 1 hour range instead of 2 hours. Overall the app is fine,4,cOcObeRRy.sg
